Review_8,Capacity,Noise_Level,Review_1,Review_3,Review_2,Review_5,Review_4,Review_7,Review_6,ASIN,Offer_Price,Brand,Item_name,No_of_Reviews,Energy_Efficiency,Part_No,MRP,Control_Console,Model,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,Color,Wattage,Installation_Type,Average_Rating,Voltage,Item_href
,1 tons,48 dB,Nice AC for the price <35000 . Cooling was good need to tested at the hottest point in summer,,,,,,,B01INHA4RA," 36,491.00",Samsung,"Samsung AR12KV5HBWK Split AC (1 Ton, 5 Star Rating, Plain, Aluminium): Amazon.in: Home & Kitchen",1 review,5 Star Rating,AR12KV5HBWK,"59,300.00",Remote Control,Brand Fulfilled,,,Plain,,Split,4.0 out of 5 stars,,http://www.amazon.in/Samsung-AR12KV5HBWK-Split-Rating-Aluminium/dp/B01INHA4RA/ref=sr_1_414/254-8295230-0627740?ie=UTF8&qid=1485080007&s=kitchen&sr=1-414
,1.5 tons,,,,,,,,,B01CY2QBZE," 41,699.00",Blue Star,"Blue Star BI-5HW18ZAWTU Split AC (1.5 Ton, 3.52 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,4 Star Rating,,,Remote Control,BI-5HW18ZAWTU,,,White,,Split,,230 Volts,http://www.amazon.in/Blue-Star-BI-5HW18ZAWTU-Rating-Copper/dp/B01CY2QBZE/ref=sr_1_451/255-1904269-2261837?ie=UTF8&qid=1485080007&s=kitchen&sr=1-451
,1.5 tons,44 dB,"PLEASE DO NOT buy any Samsung products ( online or from store) because Samsung- won't honor the warranty and consumer rights,- would ask for unwarranted charges,- won't provide any service and- makes you suffer by not responding to any of your calls or emails.It is pure mental agony and waste of time with this company's products for which we pay our hard-earned money.PS: If there was a way to rate it with '0' stars, that's what the company deserves.","Best ac now a days but reliability is very less on online shopping for ac's. I've got this ac from local at 34.5k with extra guddies like free stabilizer,installation,stand...","Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,Good,,,B01INHAQ9G," 37,700.00",Samsung,"Samsung AR18JC3HATP Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",4 reviews,3 Star Rating,AR18JC3HATP,,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,1.8 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JC3HATP-Split-Rating-Aluminium/dp/B01INHAQ9G/ref=sr_1_396_m/253-5912095-2886156?ie=UTF8&qid=1485080007&s=kitchen&sr=1-396
,1 tons,,,,,,,,,B01INH9SUE," 33,600.00",Samsung,"Samsung AR12JC5USUQ Split AC (1 Ton, 5 Star Rating, India Green): Amazon.in: Home & Kitchen",,5 Star Rating,AR12JC5USUQ,,Remote Control,Brand Fulfilled,,,India Green,1010 Watts,Split,,,http://www.amazon.in/Samsung-AR12JC5USUQ-Split-Rating-India/dp/B01INH9SUE/ref=sr_1_425/254-8295230-0627740?ie=UTF8&qid=1485080007&s=kitchen&sr=1-425
,1 tons,,,,,,,,,B01INH9SUE," 33,600.00",Samsung,"Samsung AR12JC5USUQ Split AC (1 Ton, 5 Star Rating, India Green): Amazon.in: Home & Kitchen",,5 Star Rating,AR12JC5USUQ,,Remote Control,Brand Fulfilled,,,India Green,1010 Watts,Split,,,http://www.amazon.in/Samsung-AR12JC5USUQ-Split-Rating-India/dp/B01INH9SUE/ref=sr_1_425_m/254-8295230-0627740?ie=UTF8&qid=1485080007&s=kitchen&sr=1-425
,1.5 tons,44 dB,"Very good ac, less noise. Loving the cool mode. Must have.",,Jabardast,,,,,B01INHAV3W," 45,000.00",Samsung,"Samsung AR18JC5HATP Split AC (1.5 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",2 reviews,5 Star Rating,AR18JC5HATP,"45,200.00",Remote Control,Brand Fulfilled,#648,"#6,20,813",White,1495 Watts,Split,5.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JC5HATP-Split-Rating-Aluminium/dp/B01INHAV3W/ref=sr_1_393_m/253-5912095-2886156?ie=UTF8&qid=1485080007&s=kitchen&sr=1-393
,1 tons,43 dB,,,,,,,,B00YH8JDAY," 36,200.00",Blue Star,"Blue Star 5HW12SC1 Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,5HW12SC1,"36,400.00",Remote Control,5HW12SC1,,,White,1005 Watts,Split,,230 Volts,http://www.amazon.in/Blue-Star-5HW12SC1-Split-Rating/dp/B00YH8JDAY/ref=sr_1_543/253-2784943-2189700?ie=UTF8&qid=1485080007&s=kitchen&sr=1-543
,1 tons,38 dB,,,,,,,,B00Y2U53LU," 27,990.00",Onida,"Onida S123TFL-L Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,S123TFL-L,,Remote Control,S123TFL-L,,,White,1050 Watts,Split,,230 Volts,http://www.amazon.in/Onida-S123TFL-L-Split-Rating-Copper/dp/B00Y2U53LU/ref=sr_1_546/253-2784943-2189700?ie=UTF8&qid=1485080007&s=kitchen&sr=1-546
,1.5 tons,49 dB,very good cooling,,Good,,,,,B00PUAIAI4," 55,400.00",Mitsubishi,"Mitsubishi MSY-GE18VA Inverter Cooling Split AC (1.5 Ton, White): Amazon.in: Home & Kitchen",2 reviews,Inverter,,"65,920.00",Remote Control,MSY-GE18VA,#386,"#3,69,709",White,1430 Watts,Split,5.0 out of 5 stars,230 Volts,http://www.amazon.in/Mitsubishi-MSY-GE18VA-Inverter-Cooling-Split/dp/B00PUAIAI4/ref=sr_1_308/255-2574919-0037163?ie=UTF8&qid=1485080008&s=kitchen&sr=1-308
,1.5 tons,44 dB,,,,,,,,B01INHB0OG," 41,000.00",Samsung,"Samsung AR18JC5JAMV Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR18JC5JAMV,,Remote Control,Brand Fulfilled,,,White,1495 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18JC5JAMV-Split-Rating-White/dp/B01INHB0OG/ref=sr_1_387_m/253-5912095-2886156?ie=UTF8&qid=1485080007&s=kitchen&sr=1-387
,1 tons,40 dB,,,,,,,,B01INH9D0O," 36,600.00",Samsung,"Samsung AR12HC5TDUR Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR12HC5TDUR,,Remote Control,Brand Fulfilled,,,White,,Split,,,http://www.amazon.in/Samsung-AR12HC5TDUR-Split-Rating-White/dp/B01INH9D0O/ref=sr_1_435_m/255-1904269-2261837?ie=UTF8&qid=1485080007&s=kitchen&sr=1-435
,1 tons,,,,,,,,,B01EAK9FME," 34,490.00",LG,"LG LSA3AF3D Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,LSA3AF3D,,,White,1070 Watts,Split,,230 Volts,http://www.amazon.in/LG-LSA3AF3D-Split-Rating-Copper/dp/B01EAK9FME/ref=sr_1_442/255-1904269-2261837?ie=UTF8&qid=1485080007&s=kitchen&sr=1-442
,1.5 tons,44 dB,"Very good ac, less noise. Loving the cool mode. Must have.",,Jabardast,,,,,B01INHAV3W," 45,000.00",Samsung,"Samsung AR18JC5HATP Split AC (1.5 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",2 reviews,5 Star Rating,AR18JC5HATP,"45,200.00",Remote Control,Brand Fulfilled,#648,"#6,20,813",White,1495 Watts,Split,5.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JC5HATP-Split-Rating-Aluminium/dp/B01INHAV3W/ref=sr_1_393/253-5912095-2886156?ie=UTF8&qid=1485080007&s=kitchen&sr=1-393
,1 tons,,,,,,,,,B01CFY9AQS," 37,100.00",Blue Star,"Blue Star BI-5HW12ZAGTX Split AC (1 Ton, 5 Star Rating, Champagne Gold): Amazon.in: Home & Kitchen",,5 Star Rating,,,Remote Control,BI-5HW12ZAGTX,,,Champagne Gold,,Split,,,http://www.amazon.in/Blue-Star-BI-5HW12ZAGTX-Rating-Champagne/dp/B01CFY9AQS/ref=sr_1_458/253-6029875-4538509?ie=UTF8&qid=1485080008&s=kitchen&sr=1-458
,1.5 tons,44 dB,"extordinary performence, low noise, high out put fully satisfied.",,,,,,,B013UCIULU," 41,500.00",Daikin,"Daikin R-32 DTF Series Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",1 review,5 Star Rating,,"46,300.00",Remote Control,DTF50QRV16,#59,"#41,592",White,1445 Watts,Split,5.0 out of 5 stars,230 Volts,http://www.amazon.in/Daikin-R-32-Split-Rating-White/dp/B013UCIULU/ref=sr_1_518/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-518
,1.5 tons,41 dB,Purchased one Samsung Air Conditioner -Model AR 18KV5HBWK during March 2016. Initial  10 days its functions were perfectly all right. Gradually electricity consumption started increasing and now it is almost double. Purchased from Defence Canteen. Many times contacted Samsung Customer Care. Also Canteen authorities. No result as on date. NEVER EXPECTED SUCH IRRESPONSIBLE APPROACH FROM A INTERNATIONAL BRAND. No shortage of calls from Customer Satisfaction Team.Fun is that with out clearing complaints getting SMS confirmation stating that Complaints have been cleared.Reason may be that it is a worst product and beyond repair. Finally moving to consumer Court. Not to buy this product at all.,,Main market se kharida price liya 40000/ 15 emi Kolkata great eastern trading co. se bahut badiya cooling hai hawa ka tez bahut zor hai Sabko kharidna chahiye,,,,,B01INHBQ90," 44,044.00",Samsung,"Samsung AR18KV5HBWK Split AC (1.5 Ton, 5 Star Rating, Plain, Aluminium): Amazon.in: Home & Kitchen",2 reviews,5 Star Rating,AR18KV5HBWK,"59,300.00",Remote Control,Brand Fulfilled,,,Plain,,Split,2.5 out of 5 stars,,http://www.amazon.in/Samsung-AR18KV5HBWK-Split-Rating-Aluminium/dp/B01INHBQ90/ref=sr_1_365_m/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-365
,1 tons,,,,,,,,,B01CFY9AP4," 37,100.00",Blue Star,"Blue Star BI-5HW12ZARTX Split AC (1 Ton, 3 Star Rating, Wine Red): Amazon.in: Home & Kitchen",,5 Star Rating,,,Remote Control,BI-5HW12ZARTX,,,Wine Red,,Split,,,http://www.amazon.in/Blue-Star-BI-5HW12ZARTX-Split-Rating/dp/B01CFY9AP4/ref=sr_1_459/253-6029875-4538509?ie=UTF8&qid=1485080008&s=kitchen&sr=1-459
,1 tons,38 dB,,,,,,,,B014KODIK0," 39,500.00",Panasonic,"Panasonic CS-S12RKY Split AC (1 Ton, Inverter Chrome, Copper): Amazon.in: Home & Kitchen",,Inverter,PNC_CS-S12RKY_Inverter Chrome,,Remote Control,CS-S12RKY,,,Inverter Chrome,1020 Watts,Split,,230 Volts,http://www.amazon.in/Panasonic-CS-S12RKY-Inverter-Chrome-Copper/dp/B014KODIK0/ref=sr_1_513/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-513
,1.7 tons,44 dB,,,,,,,,B01INHC1BC," 66,800.00",Samsung,"Samsung AR24JV5NBWK Split AC (1.7 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR24JV5NBWK,,Remote Control,Brand Fulfilled,,,White,1710 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR24JV5NBWK-Split-Rating-White/dp/B01INHC1BC/ref=sr_1_361_m/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-361
,1 tons,33 dB,,,,,,,,B00WUF7JXO," 30,000.00",Videocon,"Videocon VSN35.RV1 -MDA Split AC (1 Ton, 5 Star Rating, Red): Amazon.in: Home & Kitchen",,5 Star Rating,,,Remote Control,VSN35.RV1 -MDA,,,Red,998 Watts,Split,,230 Volts,http://www.amazon.in/Videocon-VSN35-RV1-MDA-Split-Rating/dp/B00WUF7JXO/ref=sr_1_559/255-6401717-3654001?ie=UTF8&qid=1485080007&s=kitchen&sr=1-559
,1.5 tons,49 dB,"Hello,We have purchased Annual Maintenance services from Onida(Adonis) for two years for Rs 2900.Valid from 26th April 2014 to 25 April 2016.But when they came for the first time to service our Air conditioner, They crashed our motor of AC while doing wet service, from that time , May 2014, i am following up with Onida and Adonis people for the same, in between Onida call centre was out of order and now from last three month i.e April to June 2015 , i am following up the Adonis People .Now Onida call centre are saying that your money is with Adonis and Adonis people are not doing anything, i am just wasting my telephone bills to call them again and again..They are not ready to return our money and not even they are repairing our motor of AC.We just wasted our Rupees 2900 in this co.We want our money back plus extra Rs 500 for calling them, as from 26th April 2014 , they have not given any service.Please do the needful and in Urgent.ThanksEWC No. 3059864Indirapuram, GhaziabadComplaint No. 14040666381395, 14041276382022, 14051276380834, 1504C946380807, 14051276381832",,,,,,,B00MN5UM80," 24,500.00",Onida,"Onida W182TRD Trendy Plus Window AC (1.5 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",1 review,2 Star Rating,W182TRD,,Remote Control,W182TRD,#370,"#3,59,092",White,1850 Watts,Window,1.0 out of 5 stars,,http://www.amazon.in/Onida-W182TRD-Trendy-Window-Rating/dp/B00MN5UM80/ref=sr_1_323/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-323
,1.5 tons,43 dB,,,,,,,,B01INHAVB4," 33,306.00",Samsung,"Samsung AR18JC3UFUQ Split AC (1.5 Ton, 3 Star Rating, Blue Strip, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,AR18JC3UFUQ,"38,400.00",Remote Control,Brand Fulfilled,,,Blue Strip,,Split,,,http://www.amazon.in/Samsung-AR18JC3UFUQ-Split-Rating-Copper/dp/B01INHAVB4/ref=sr_1_391_m/253-5912095-2886156?ie=UTF8&qid=1485080007&s=kitchen&sr=1-391
,1.5 tons,43 dB,It is a good product for buy and use,,,,,,,B01INHBKRS," 36,036.00",Samsung,"Samsung AR18KC5UDMC Split AC (1.5 Ton, 5 Star Rating, Blue Cosmo Strip, Aluminium): Amazon.in: Home & Kitchen",1 review,5 Star Rating,AR18KC5UDMC,"41,600.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,4.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC5UDMC-Split-Rating-Aluminium/dp/B01INHBKRS/ref=sr_1_370/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-370
,2 tons,44 dB,,,,,,,,B01INII7DM," 44,300.00",Samsung,"Samsung AR24HC2USNB Split AC (2 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",,2 Star Rating,AR24HC2USNB,,Remote Control,Brand Fulfilled,,,White,2030 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR24HC2USNB-Split-Rating-White/dp/B01INII7DM/ref=sr_1_334_m/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-334
,1.5 tons,36 dB,"I have started buying all items online BIG and small for couple of reasons : You can analyse the models better, get the reviews online and decide on go - no - go and of course if you time it better you can get it at very low price. While I cannot say if in future I shall have any servicing problem and if the goods will have any issue, to start with delivery was in time and installation was done well. The product meets my expectation. And of course Amazon's service levels are good. On top of it I have got 3500 Rs. gift cheque though I do not know yet how and where I can use it.",,,,,,,B00LFA5Q5I," 40,990.00",LG,"LG LSA5NP5F Non Inverter Split AC (1.5 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",1 review,5 Star Rating,,,Remote Control,LSA5NP5F,#381,"#3,65,922",White,1465 Watts,Split,4.0 out of 5 stars,230 Volts,http://www.amazon.in/LG-LSA5NP5F-Inverter-Rating-Aluminium/dp/B00LFA5Q5I/ref=sr_1_329/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-329
,1 tons,50 dB,,,,,,,,B01M4J6HRT," 20,800.00",Hitachi,"Hitachi RAW312KWD Kaze Plus Window AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,Hitachi-WAC-RAW312KWD,"25,190.00",Remote Control,Kaze Plus,,,White,3500 Watts,Window,,230 Volts,http://www.amazon.in/Hitachi-Kaze-Plus-Window-Rating/dp/B01M4J6HRT/ref=sr_1_331/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-331
,1.5 tons,45 dB,,,,,,,,B01INHBAMS," 51,000.00",Samsung,"Samsung AR18JV5HBTQ Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR18JV5HBTQ,,Remote Control,Brand Fulfilled,,,White,1520 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18JV5HBTQ-Split-Rating-White/dp/B01INHBAMS/ref=sr_1_381_m/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-381
,1.5 tons,43 dB,"worst customer care of lloyd. Poor service . If you call the customer care- theyll provide another number to call, when you call this number - its engaged or switch off. My service request is pending since 8 days now. They usually dont have spare parts.So of you lose a remote or the display goes bad- wait it out for a good 15 days. Wont recommend lloyd ever to anyone.",,Ok,,,,,B014UXAEPI," 25,500.00",Lloyd,Lloyd LS19A2P Grandeura Split AC (1.5 Ton): Amazon.in: Home & Kitchen,2 reviews,2 Star Rating,,,Remote Control,Grandeura LS19A2P,#427,"#3,97,913",white,1706 Watts,Split,3.0 out of 5 stars,240 Volts,http://www.amazon.in/Lloyd-LS19A2P-Grandeura-Split-1-5/dp/B014UXAEPI/ref=sr_1_510/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-510
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INHBFRS," 34,216.00",Samsung,"Samsung AR18KC3HDWK Split AC (1.5 Ton, 3 Star Rating, Plain, Aluminium): Amazon.in: Home & Kitchen",1 review,3 Star Rating,AR18KC3HDWK,"39,500.00",Remote Control,Brand Fulfilled,,,Plain,,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC3HDWK-Split-Rating-Aluminium/dp/B01INHBFRS/ref=sr_1_376/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-376
,2 tons,,,,,,,,,B01BSNSK4K," 60,000.00",Hitachi,"Hitachi RAU524IVD Zunoh Split AC (2 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,5 Star Rating,,"61,290.00",Remote Control,RAU524IVD,#421,"#3,96,709",White,,Split,,,http://www.amazon.in/Hitachi-RAU524IVD-Zunoh-Rating-Copper/dp/B01BSNSK4K/ref=sr_1_474/253-6029875-4538509?ie=UTF8&qid=1485080008&s=kitchen&sr=1-474
,1.5 tons,,,,,,,,,B01INHBA00," 33,700.00",Samsung,"Samsung AR18KC2USMC Split AC (1.5 Ton, 2 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen",,2 Star Rating,AR18KC2USMC,,Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR18KC2USMC-Split-Rating-Cosmo/dp/B01INHBA00/ref=sr_1_382/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-382
,0.8 tons,34 dB,,,,,,,,B00XXQTI4M," 24,900.00",Onida,"Onida Smart S093SMH W Split AC (0.8 Ton, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,SMART-S093SMH-W,"26,290.00",Remote Control,SMART-S093SMH-W,#432,"#4,01,948",White,800 Watts,Split,,,http://www.amazon.in/Onida-Smart-S093SMH-Split-Copper/dp/B00XXQTI4M/ref=sr_1_554/255-6401717-3654001?ie=UTF8&qid=1485080007&s=kitchen&sr=1-554
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INHBKHS," 39,312.00",Samsung,"Samsung AR18KC5HDTR Split AC (1.5 Ton, 5 Star Rating, Grey, Aluminium): Amazon.in: Home & Kitchen",1 review,5 Star Rating,AR18KC5HDTR,"45,400.00",Remote Control,Brand Fulfilled,,,Grey,,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC5HDTR-Split-Rating-Aluminium/dp/B01INHBKHS/ref=sr_1_372_m/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-372
,2 tons,47 dB,,,,,,,,B00VUTXVCE," 46,536.00",Carrier,"Carrier 24K Octra Split AC (2 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,5 Star Rating,,"55,400.00",Remote Control,42KGN - 024Sm,#573,"#5,43,981",White,1685 Watts,Split,,230 Volts,http://www.amazon.in/Carrier-Octra-Split-Rating-Copper/dp/B00VUTXVCE/ref=sr_1_571/255-6401717-3654001?ie=UTF8&qid=1485080007&s=kitchen&sr=1-571
,1 tons,40 dB,,,,,,,,B01INHA1J6," 33,488.00",Samsung,"Samsung AR12KC5HATP Split AC (1 Ton, 5 Star Rating, Lily Grey, Aluminium): Amazon.in: Home & Kitchen",,5 Star Rating,AR12KC5HATP,"38,600.00",Remote Control,Brand Fulfilled,,,Lily Grey,,Split,,,http://www.amazon.in/Samsung-AR12KC5HATP-Split-Rating-Aluminium/dp/B01INHA1J6/ref=sr_1_419/254-8295230-0627740?ie=UTF8&qid=1485080007&s=kitchen&sr=1-419
,1.5 tons,,,,,,,,,B013I8NMRI," 30,029.00",Voltas,"Voltas 183 Excecutive YR Series Split AC (1.5 Ton, 3 Star Rating, Red, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,1.5 TON 183 EYR,,,Red,,Split,,,http://www.amazon.in/Voltas-183-Excecutive-1-5-Rating/dp/B013I8NMRI/ref=sr_1_524/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-524
,1.5 tons,48 dB,,,,,,,,B00VUTYHQS," 45,024.00",Carrier,"Carrier 18K Octra Inverter Split AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,,Remote Control,MS11D12-18CRDN3-QC2,,,White,1727 Watts,Split,,230 Volts,http://www.amazon.in/Carrier-Octra-Inverter-Split-Copper/dp/B00VUTYHQS/ref=sr_1_569/255-6401717-3654001?ie=UTF8&qid=1485080007&s=kitchen&sr=1-569
,1.5 tons,41 dB,,,,,,,,B01INHA8HG," 34,500.00",Samsung,"Samsung AR18FC3EAPW Split AC (1.5 Ton, 3 Star Rating, Maroon and Wine): Amazon.in: Home & Kitchen",,3 Star Rating,AR18FC3EAPW,,Remote Control,Brand Fulfilled,,,Maroon and Wine,,Split,,,http://www.amazon.in/Samsung-AR18FC3EAPW-Split-Rating-Maroon/dp/B01INHA8HG/ref=sr_1_411_m/254-8295230-0627740?ie=UTF8&qid=1485080007&s=kitchen&sr=1-411
,1.5 tons,,,,,,,,,B01INHB438," 42,400.00",Samsung,"Samsung AR18JC5TCUR Split AC (1.5 Ton, 5 Star Rating, Sanganeri): Amazon.in: Home & Kitchen",,5 Star Rating,AR18JC5TCUR,,Remote Control,Brand Fulfilled,,,Sanganeri,,Split,,,http://www.amazon.in/Samsung-AR18JC5TCUR-Split-Rating-Sanganeri/dp/B01INHB438/ref=sr_1_386_m/253-5912095-2886156?ie=UTF8&qid=1485080007&s=kitchen&sr=1-386
,1.5 tons,41 dB,"Reduced 2 stars for minor manufacturing/design defect and service guys skill level and unprofessional.After 6 months of usage, the throw drastically reduced and water drips from indoor unit, the service guy opened and found the fan drum and drain tray completely chocked with dust and he clean it. But this is not normal, so I suspected the issue must be with the filter and found that it doesn't seal properly and he acknowledge that, but he said this should be informed within 1 month of purchase for warranty.Illogical Policy: The unit causes trouble after few months of usage which leads to the finding of filter issue, how do I know this in advance within 1 month to claim warranty.My Service Experience: The service guy struggled 2 hours to disassemble, but cleaned easily and struggled to assemble and gave up, he called for help and another guy came, he handled bit harsh on the plastics, but he succeeded assembling it and but unit doesn't power up. he again disassembled and started complaining about a connector which is loose, the other guy said the unit is under warranty, he stopped complaining and fixed it. I said the connector must be damaged while disassembling, might cause issues later, but he refused. Finally after they left I saw a decorative screw cap damaged.Service guys are using their customers unit to get trained.",Best ac Samsung is good brand,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,B01INHB53W," 61,700.00",Samsung,"Samsung AR18JV5DAWK Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",3 reviews,5 Star Rating,AR18JV5DAWK,,Remote Control,Brand Fulfilled,,,White,1310 Watts,Split,3.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JV5DAWK-Split-Rating-White/dp/B01INHB53W/ref=sr_1_385/253-5912095-2886156?ie=UTF8&qid=1485080007&s=kitchen&sr=1-385
,1 tons,40.4 dB,,,,,,,,B00XKS57S4," 26,900.00",Voltas,"Voltas SAC 123 Dya Deluxe Split AC (1 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,SAC 1T 3S 123 Dya,#397,"#3,82,436",White,1028 Watts,Split,,230 Volts,http://www.amazon.in/Voltas-SAC-123-Dya-Aluminium/dp/B00XKS57S4/ref=sr_1_555/255-6401717-3654001?ie=UTF8&qid=1485080007&s=kitchen&sr=1-555
,1 tons,39 dB,Never buy this product. I have had to service it 3 times in just 2 years and had to spend over 8000 rupees.,,,,,,,B01INIHGCU," 26,400.00",Samsung,"Samsung AR12JC2USUQ Split AC (1 Ton, 2 Star Rating, India Green): Amazon.in: Home & Kitchen",1 review,2 Star Rating,AR12JC2USUQ,,Remote Control,Brand Fulfilled,,,India Green,1100 Watts,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR12JC2USUQ-Split-Rating-India/dp/B01INIHGCU/ref=sr_1_353_m?ie=UTF8&qid=1485080079&s=kitchen&sr=1-353
