Review_8,Capacity,Noise_Level,Review_1,Review_3,Review_2,Review_5,Review_4,Review_7,Review_6,ASIN,Offer_Price,Brand,Item_name,No_of_Reviews,Energy_Efficiency,Part_No,MRP,Control_Console,Model,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,Color,Wattage,Installation_Type,Average_Rating,Voltage,Item_href
,2 tons,44 dB,,,,,,,,B01INHC6FI," 43,043.00",Samsung,"Samsung AR24KC3HATR Split AC (2 Ton, 3 Star Rating, Grey, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,AR24KC3HATR,"49,700.00",Remote Control,Brand Fulfilled,,,Grey,,Split,,,http://www.amazon.in/Samsung-AR24KC3HATR-Split-Rating-Aluminium/dp/B01INHC6FI/ref=sr_1_359_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-359
,1 tons,39 dB,good ac ... lots of function on remote...,,,,,,,B01INIHG3E," 27,700.00",Samsung,"Samsung AR12JC2JAMV Split AC (1 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",1 review,2 Star Rating,AR12JC2JAMV,,Remote Control,Brand Fulfilled,,,White,1090 Watts,Split,4.0 out of 5 stars,,http://www.amazon.in/Samsung-AR12JC2JAMV-Split-Rating-White/dp/B01INIHG3E/ref=sr_1_355_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-355
,1 tons,39 dB,good ac ... lots of function on remote...,,,,,,,B01INIHG3E," 27,700.00",Samsung,"Samsung AR12JC2JAMV Split AC (1 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",1 review,2 Star Rating,AR12JC2JAMV,,Remote Control,Brand Fulfilled,,,White,1090 Watts,Split,4.0 out of 5 stars,,http://www.amazon.in/Samsung-AR12JC2JAMV-Split-Rating-White/dp/B01INIHG3E/ref=sr_1_355/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-355
,1 tons,37 dB,I bought this product from local market. Products perfomance is not good. More over the after sale service of Samsung is very bad in my area (Jalandhar). You need to call customer care repeatedly for routine service or repair.Service engineer will not appear till you feel harassed for 4-5 days. Customer care executive will never tell the visiting charges of service engineer. There is no option for zero star otherwise I would have been given zero star for after sale service by Samsung.,,,,,,,B01INIHG9S," 30,900.00",Samsung,"Samsung AR12HC3USNB Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",1 review,3 Star Rating,AR12HC3USNB,,Remote Control,Brand Fulfilled,,,White,1065 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR12HC3USNB-Split-Rating-White/dp/B01INIHG9S/ref=sr_1_354_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-354
,1 tons,37 dB,I bought this product from local market. Products perfomance is not good. More over the after sale service of Samsung is very bad in my area (Jalandhar). You need to call customer care repeatedly for routine service or repair.Service engineer will not appear till you feel harassed for 4-5 days. Customer care executive will never tell the visiting charges of service engineer. There is no option for zero star otherwise I would have been given zero star for after sale service by Samsung.,,,,,,,B01INIHG9S," 30,900.00",Samsung,"Samsung AR12HC3USNB Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",1 review,3 Star Rating,AR12HC3USNB,,Remote Control,Brand Fulfilled,,,White,1065 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR12HC3USNB-Split-Rating-White/dp/B01INIHG9S/ref=sr_1_354/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-354
,1 tons,39 dB,Never buy this product. I have had to service it 3 times in just 2 years and had to spend over 8000 rupees.,,,,,,,B01INIHGCU," 26,400.00",Samsung,"Samsung AR12JC2USUQ Split AC (1 Ton, 2 Star Rating, India Green): Amazon.in: Home & Kitchen",1 review,2 Star Rating,AR12JC2USUQ,,Remote Control,Brand Fulfilled,,,India Green,1100 Watts,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR12JC2USUQ-Split-Rating-India/dp/B01INIHGCU/ref=sr_1_353/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-353
,1 tons,48 dB,"Bought for Rs. 38500 from local dealer including installation cost in Nov 2014. No worries till now.Pros :1.Silent Performance(very low outdoor unit noise and indoor one almost silent)2. INVERTER AC - great savings on electricity bills. Difference of only Rs. 250 per month for shift from fan to moderate usage of AC.3. FAST COOLING4. Efficient Air Throw. Thanks to its Innovative TRIANGULAR DESIGN.5. 10 YEARS Warranty on Compressor.6. SAMSUNG Product.Cons :1. No LED 88 Display for Temperature indication on AC. But it's present on remote. It's present on higher model in similar Samsung AC series (known to me before purchase, no regrets minor issue:))2. No backlit keys and backlit display on the provided remote control unit. Difficult at night.3. No automatic horizontal control on air throw. Manually adjustable though.All the cons are very minor issues. Can be overlooked.Biggest thing matters to me is fast, efficient cooling; savings and no problems in functioning of AC.Go for it. Value for money. Thumbs up from my side.",Good design and good performance,I bought this product from Croma in March 2014 and last month it went repair and they claim Condenser gone and they want me to spend 9000/- in 2 years I bought 1 Ton for 35000/- thinking that I will save in my electricity bill which made me fool to buy Samsung who are not good in AC inventions.While purchase the salesman said 5 years warranty on all and 10 years warranty on Compressor and now they say no sir.Only first year is full warranty.I hate Samsung and Croma Mount Road Chennai Sales and Service People.Call me before you think of buying this product.,It's the second time my 1. Year old AC as stopped cooling...... Totally dissatisfied....,very worst product. no proper service from samsung.. i bought this on april 2014. no proper spares.. please dont buy this.,,,B01INIHGR0," 41,600.00",Samsung,"Samsung AR12HV5NBWK Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",5 reviews,5 Star Rating,AR12HV5NBWK,,Remote Control,Brand Fulfilled,,,White,910 Watts,Split,2.8 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR12HV5NBWK-Split-Rating-White/dp/B01INIHGR0/ref=sr_1_352_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-352
,1 tons,48 dB,"Bought for Rs. 38500 from local dealer including installation cost in Nov 2014. No worries till now.Pros :1.Silent Performance(very low outdoor unit noise and indoor one almost silent)2. INVERTER AC - great savings on electricity bills. Difference of only Rs. 250 per month for shift from fan to moderate usage of AC.3. FAST COOLING4. Efficient Air Throw. Thanks to its Innovative TRIANGULAR DESIGN.5. 10 YEARS Warranty on Compressor.6. SAMSUNG Product.Cons :1. No LED 88 Display for Temperature indication on AC. But it's present on remote. It's present on higher model in similar Samsung AC series (known to me before purchase, no regrets minor issue:))2. No backlit keys and backlit display on the provided remote control unit. Difficult at night.3. No automatic horizontal control on air throw. Manually adjustable though.All the cons are very minor issues. Can be overlooked.Biggest thing matters to me is fast, efficient cooling; savings and no problems in functioning of AC.Go for it. Value for money. Thumbs up from my side.",Good design and good performance,I bought this product from Croma in March 2014 and last month it went repair and they claim Condenser gone and they want me to spend 9000/- in 2 years I bought 1 Ton for 35000/- thinking that I will save in my electricity bill which made me fool to buy Samsung who are not good in AC inventions.While purchase the salesman said 5 years warranty on all and 10 years warranty on Compressor and now they say no sir.Only first year is full warranty.I hate Samsung and Croma Mount Road Chennai Sales and Service People.Call me before you think of buying this product.,It's the second time my 1. Year old AC as stopped cooling...... Totally dissatisfied....,very worst product. no proper service from samsung.. i bought this on april 2014. no proper spares.. please dont buy this.,,,B01INIHGR0," 41,600.00",Samsung,"Samsung AR12HV5NBWK Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",5 reviews,5 Star Rating,AR12HV5NBWK,,Remote Control,Brand Fulfilled,,,White,910 Watts,Split,2.8 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR12HV5NBWK-Split-Rating-White/dp/B01INIHGR0/ref=sr_1_352/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-352
,1 tons,40 dB,,,,,,,,B01INIHK6M," 31,941.00",Samsung,"Samsung AR12KC5JAMC Split AC (1 Ton, 5 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen",,5 Star Rating,AR12KC5JAMC,"36,900.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR12KC5JAMC-Split-Rating-Cosmo/dp/B01INIHK6M/ref=sr_1_351_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-351
,1 tons,40 dB,,,,,,,,B01INIHK6M," 31,941.00",Samsung,"Samsung AR12KC5JAMC Split AC (1 Ton, 5 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen",,5 Star Rating,AR12KC5JAMC,"36,900.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR12KC5JAMC-Split-Rating-Cosmo/dp/B01INIHK6M/ref=sr_1_351/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-351
,1 tons,40 dB,,,,,,,,B01INIHKIU," 35,100.00",Samsung,"Samsung AR12JC5JAMV Split AC (1 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,5 Star Rating,AR12JC5JAMV,,Remote Control,Brand Fulfilled,,,White,1010 Watts,Split,,,http://www.amazon.in/Samsung-AR12JC5JAMV-Split-Rating-Aluminium/dp/B01INIHKIU/ref=sr_1_350_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-350
,1 tons,40 dB,,,,,,,,B01INIHKIU," 35,100.00",Samsung,"Samsung AR12JC5JAMV Split AC (1 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,5 Star Rating,AR12JC5JAMV,,Remote Control,Brand Fulfilled,,,White,1010 Watts,Split,,,http://www.amazon.in/Samsung-AR12JC5JAMV-Split-Rating-Aluminium/dp/B01INIHKIU/ref=sr_1_350/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-350
,1 tons,39 dB,,,,,,,,B01INIHKKS," 31,900.00",Samsung,"Samsung AR12JC3TFUR Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,AR12JC3TFUR,,Remote Control,Brand Fulfilled,,,White,1090 Watts,Split,,,http://www.amazon.in/Samsung-AR12JC3TFUR-Split-Rating-White/dp/B01INIHKKS/ref=sr_1_349_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-349
,1 tons,39 dB,,,,,,,,B01INIHKKS," 31,900.00",Samsung,"Samsung AR12JC3TFUR Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,AR12JC3TFUR,,Remote Control,Brand Fulfilled,,,White,1090 Watts,Split,,,http://www.amazon.in/Samsung-AR12JC3TFUR-Split-Rating-White/dp/B01INIHKKS/ref=sr_1_349/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-349
,1 tons,37 dB,AC works well and serves the purpose. But due to lack of basic features like 1. No Back light  LED Display in Remote (You can't see remote in night . There is no Back light display) 2. No Display of temperature on indoor unit. I rate this product OK.,,,,,,,B01INIHKSK," 33,600.00",Samsung,"Samsung AR12JC3USUQ Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",1 review,3 Star Rating,AR12JC3USUQ,,Remote Control,Brand Fulfilled,,,White,1065 Watts,Split,3.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR12JC3USUQ-Split-Rating-White/dp/B01INIHKSK/ref=sr_1_347/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-347
,1 tons,37 dB,AC works well and serves the purpose. But due to lack of basic features like 1. No Back light  LED Display in Remote (You can't see remote in night . There is no Back light display) 2. No Display of temperature on indoor unit. I rate this product OK.,,,,,,,B01INIHKSK," 33,600.00",Samsung,"Samsung AR12JC3USUQ Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",1 review,3 Star Rating,AR12JC3USUQ,,Remote Control,Brand Fulfilled,,,White,1065 Watts,Split,3.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR12JC3USUQ-Split-Rating-White/dp/B01INIHKSK/ref=sr_1_347_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-347
,1.5 tons,43 dB,,,,,,,,B01INIHQ3O," 41,400.00",Samsung,"Samsung AR18HC5UXNB Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR18HC5UXNB,,Remote Control,Brand Fulfilled,,,White,1510 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18HC5UXNB-Split-Rating-White/dp/B01INIHQ3O/ref=sr_1_345_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-345
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,My Samsung AC Blew-up in 11 months. No answer from after sale! http://www.mouthshut.com/review/Samsung-AS182SSB-1-5-Ton-Split-AC-review-tstosnumss,,,,,B01INIHQ0M," 36,200.00",Samsung,"Samsung AR18HC3TFUR Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",2 reviews,3 Star Rating,AR18HC3TFUR,,Remote Control,Brand Fulfilled,,,White,1610 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18HC3TFUR-Split-Rating-Aluminium/dp/B01INIHQ0M/ref=sr_1_346_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-346
,1 tons,40 dB,,,,,,,,B01INIHKOY," 36,500.00",Samsung,"Samsung AR12JC5TFUR Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR12JC5TFUR,,Remote Control,Brand Fulfilled,,,White,1010 Watts,Split,,,http://www.amazon.in/Samsung-AR12JC5TFUR-Split-Rating-White/dp/B01INIHKOY/ref=sr_1_348_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-348
,1.5 tons,43 dB,,,,,,,,B01INIHQ3O," 41,400.00",Samsung,"Samsung AR18HC5UXNB Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR18HC5UXNB,,Remote Control,Brand Fulfilled,,,White,1510 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18HC5UXNB-Split-Rating-White/dp/B01INIHQ3O/ref=sr_1_345/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-345
,1.5 tons,43 dB,,,,,,,,B01INIHQ8O," 34,300.00",Samsung,"Samsung AR18JC2HATP Split AC (1.5 Ton, 2 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,2 Star Rating,AR18JC2HATP,,Remote Control,Brand Fulfilled,,,White,1630 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC2HATP-Split-Rating-Aluminium/dp/B01INIHQ8O/ref=sr_1_343_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-343
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INIHQ7A," 31,100.00",Samsung,"Samsung AR18JC2USUQ Split AC (1.5 Ton, 2 Star Rating, India Green): Amazon.in: Home & Kitchen",1 review,2 Star Rating,AR18JC2USUQ,,Remote Control,Brand Fulfilled,,,India Green,1570 Watts,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18JC2USUQ-Split-Rating-India/dp/B01INIHQ7A/ref=sr_1_344_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-344
,1 tons,40 dB,,,,,,,,B01INIHKOY," 36,500.00",Samsung,"Samsung AR12JC5TFUR Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR12JC5TFUR,,Remote Control,Brand Fulfilled,,,White,1010 Watts,Split,,,http://www.amazon.in/Samsung-AR12JC5TFUR-Split-Rating-White/dp/B01INIHKOY/ref=sr_1_348/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-348
,1.5 tons,43 dB,,,,,,,,B01INIHQ8O," 34,300.00",Samsung,"Samsung AR18JC2HATP Split AC (1.5 Ton, 2 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,2 Star Rating,AR18JC2HATP,,Remote Control,Brand Fulfilled,,,White,1630 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC2HATP-Split-Rating-Aluminium/dp/B01INIHQ8O/ref=sr_1_343/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-343
,1.5 tons,43 dB,i am using this product for one year. it's failure model. i am facing lot of issue with this ac.After six months.water leak in indoor unit.gas leakage problem.condenser failure in outdoor unit.coil failure in outdoor unit.all above are fixed in warranty period.Now problem continues.indoor coil failure.Very bad experience :(,,,,,,,B01INIHQCA," 32,900.00",Samsung,"Samsung AR18JC2JAMV Split AC (1.5 Ton, 2 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",1 review,2 Star Rating,AR18JC2JAMV,,Remote Control,Brand Fulfilled,,,White,1630 Watts,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18JC2JAMV-Split-Rating-Aluminium/dp/B01INIHQCA/ref=sr_1_342/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-342
,1.5 tons,43 dB,i am using this product for one year. it's failure model. i am facing lot of issue with this ac.After six months.water leak in indoor unit.gas leakage problem.condenser failure in outdoor unit.coil failure in outdoor unit.all above are fixed in warranty period.Now problem continues.indoor coil failure.Very bad experience :(,,,,,,,B01INIHQCA," 32,900.00",Samsung,"Samsung AR18JC2JAMV Split AC (1.5 Ton, 2 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",1 review,2 Star Rating,AR18JC2JAMV,,Remote Control,Brand Fulfilled,,,White,1630 Watts,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18JC2JAMV-Split-Rating-Aluminium/dp/B01INIHQCA/ref=sr_1_342_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-342
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INIHUAS," 36,200.00",Samsung,"Samsung AR18JC3JAMV Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",1 review,3 Star Rating,AR18JC3JAMV,,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JC3JAMV-Split-Rating-Aluminium/dp/B01INIHUAS/ref=sr_1_341/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-341
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INIHUAS," 36,200.00",Samsung,"Samsung AR18JC3JAMV Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",1 review,3 Star Rating,AR18JC3JAMV,,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JC3JAMV-Split-Rating-Aluminium/dp/B01INIHUAS/ref=sr_1_341_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-341
,1.5 tons,44 dB,,,,,,,,B01INIHUD0," 37,700.00",Samsung,"Samsung AR18JC3TFUR Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,AR18JC3TFUR,,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC3TFUR-Split-Rating-White/dp/B01INIHUD0/ref=sr_1_340_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-340
,1.5 tons,43 dB,Beware the price does not include installation charges. You would be required to pay an extra of Rs. 1500 to get the installation done.,,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,B01INIHUEO," 34,300.00",Samsung,"Samsung AR18JC3USUQ Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",2 reviews,3 Star Rating,AR18JC3USUQ,,Remote Control,Brand Fulfilled,,,White,1580 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JC3USUQ-Split-Rating-White/dp/B01INIHUEO/ref=sr_1_339/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-339
,1.5 tons,43 dB,,,,,,,,B01INIHUMG," 37,200.00",Samsung,"Samsung AR18JC3HBWK Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,AR18JC3HBWK,,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC3HBWK-Split-Rating-White/dp/B01INIHUMG/ref=sr_1_338_m/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-338
,1.5 tons,44 dB,,,,,,,,B01INII476," 42,000.00",Samsung,"Samsung AR18JC5HBWK Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR18JC5HBWK,,Remote Control,Brand Fulfilled,,,White,1495 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC5HBWK-Split-Rating-White/dp/B01INII476/ref=sr_1_337/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-337
,1.5 tons,43 dB,,,,,,,,B01INIHUMG," 37,200.00",Samsung,"Samsung AR18JC3HBWK Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,AR18JC3HBWK,,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC3HBWK-Split-Rating-White/dp/B01INIHUMG/ref=sr_1_338/253-5162758-6574528?ie=UTF8&qid=1485082723&s=kitchen&sr=1-338
,1 tons,39 dB,,,,,,,,B00VUTXA2A," 33,768.00",Carrier,"Carrier 12K Octra Split AC (1 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,5 Star Rating,,,Remote Control,42KGN - 012Sm,,,White,940 Watts,Split,,230 Volts,http://www.amazon.in/Carrier-Octra-Split-Rating-Copper/dp/B00VUTXA2A/ref=sr_1_573/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-573
,2 tons,47 dB,,,,,,,,B00VUTXVCE," 46,536.00",Carrier,"Carrier 24K Octra Split AC (2 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,5 Star Rating,,"55,400.00",Remote Control,42KGN - 024Sm,#573,"#5,43,981",White,1685 Watts,Split,,230 Volts,http://www.amazon.in/Carrier-Octra-Split-Rating-Copper/dp/B00VUTXVCE/ref=sr_1_571/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-571
,1.5 tons,44 dB,,,,,,,,B00VUTWM1K," 33,990.00",Carrier,"Carrier 18K Octra Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,1.5 Ton 3S Octra,"40,900.00",Remote Control,42KGE - 018Mm,#716,"#6,50,455",White,1530 Watts,Split,,230 Volts,http://www.amazon.in/Carrier-Octra-Split-Rating-Copper/dp/B00VUTWM1K/ref=sr_1_575/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-575
,,,,,,,,,,,,,"Carrier 24K Octra Split AC (2 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,,,,,,,,,,,,,http://www.amazon.in/Carrier-Octra-Split-Rating-Copper/dp/B00VUTX09I/ref=sr_1_574/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-574
,1 tons,39 dB,,,,,,,,B00VUTY6O6," 38,052.00",Carrier,"Carrier 12K Octra Inverter Split AC (1 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,,Remote Control,MS11D12-12CRDN3-QC2,,,White,1048 Watts,Split,,230 Volts,http://www.amazon.in/Carrier-Octra-Inverter-Split-Copper/dp/B00VUTY6O6/ref=sr_1_570/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-570
,1.5 tons,48 dB,,,,,,,,B00VUTYHQS," 45,024.00",Carrier,"Carrier 18K Octra Inverter Split AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,,Remote Control,MS11D12-18CRDN3-QC2,,,White,1727 Watts,Split,,230 Volts,http://www.amazon.in/Carrier-Octra-Inverter-Split-Copper/dp/B00VUTYHQS/ref=sr_1_569/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-569
,2 tons,47 dB,,,,,,,,B00VUTYRYU," 54,180.00",Carrier,"Carrier 24K Octra Inverter Split AC (2 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,,Remote Control,MS11D12-21CRDN3-QC2W,,,White,1947 Watts,Split,,230 Volts,http://www.amazon.in/Carrier-Octra-Inverter-Split-Copper/dp/B00VUTYRYU/ref=sr_1_568/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-568
,1.5 tons,48 dB,"I bought this AC recently. It cools my 12x12 room pretty quickly with in 5 to 6 minutes.Installation:Installation from Carrier folks is OK if not good/excellent. But in this HOT demanding Summer probably I would not expect much more from these AC companies. Be sure to purchase a Stabilizer as well if you are purchasing the AC online. Because, carrier folks when they come for installation, they do not bring or sell any additional stuff (like stand for ODU, power chord, copper wire or stabilizer) And they charged 1500 for installation.Product:Almost all the sites, this particular product is shown with a flower design on the Indoor Unit. However, the one I got did not have. Checked on carrier website, it appears that ACs made this year this flower design is not there for OCTRA model. Cooling wise it is very good so far. Cools my 12 by 12 root pretty quickly in 6 to 7 minutes.Overall I am happy with the unit. Probably after using it for a while I can post another update.",,,,,,,B00VUTXJJ4," 40,236.00",Carrier,"Carrier 18K Octra Split AC (1.5 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",1 review,5 Star Rating,,,Remote Control,42KGN - 018Nm,#666,"#6,35,013",White,1471 Watts,Split,4.0 out of 5 stars,230 Volts,http://www.amazon.in/Carrier-Octra-Split-Rating-Copper/dp/B00VUTXJJ4/ref=sr_1_572/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-572
,1 tons,35 dB,,,,,,,,B00W7BRUE4," 27,450.00",Whirlpool,"Whirlpool 3D Cool Xtreme PLT V Split AC (1 Ton, 5 Star Rating, Silver): Amazon.in: Home & Kitchen",,5 Star Rating,,,Remote Control,WHIRBQ113,,,Silver,950 Watts,Split,,230 Volts,http://www.amazon.in/Whirlpool-Xtreme-Split-Rating-Silver/dp/B00W7BRUE4/ref=sr_1_566/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-566
,1 tons,38 dB,,,,,,,,B00WQZWA00," 36,500.00",IFB,"IFB IACS12JCCTC Inverter Split AC (1 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,"42,990.00",Remote Control,IACS12JCCTC,,,White,1080 Watts,Split,,240 Volts,http://www.amazon.in/IFB-IACS12JCCTC-Inverter-Split-Copper/dp/B00WQZWA00/ref=sr_1_564/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-564
